image_name,composition,treatment,scale,magnification
img_740.png,Fe C Mn,As-rolled etched with picral nital,50,
img_741.png,Fe 0.4%C,Etched with picral,100,
img_742.png,Fe 0.4%C,Etched with picral,20,
img_743.png,Fe 0.2%C,Etched with picral,50,
img_744.png,Fe 0.4%C,Spheroidized below A temperature etched with picral,10,
img_745.png,Fe 1.2%C,Etched with picral,20,
img_746.png,Fe 0.8%C,Etched with picral,50,
img_747.png,Fe 0.8%C,Etched with picral,10,
img_748.png,Fe 0.8%C,Etched with picral,1,
img_749.png,Fe C Cr Mn,Heat treated etched with picral nital,50,
img_750.png,Fe C Cr Mn,Observed in transmission electron microscope,5,
img_751.png,Fe C Cr Mn,Observed in transmission electron microscope,4,
img_752.png,Fe C Cr Mn,Examined in transmission electron microscope,4,
img_753.png,Fe C,Etched with sodium metabisulfite tint etch,10,
img_754.png,Fe C,Water quenched etched with nital,50,
img_755.png,Fe 0.8%C,Water quenched etched with sodium metabisulfite,10,
img_756.png,Fe C,Etched with nital,10,
img_757.png,Fe C,Tempered plate martensite etched with picral nital,10,
img_758.png,Fe 0.8%C,Etched with picral,100,
img_759.png,Fe C,Etched with picral,100,
img_760.png,Fe C,Mounted polished and etched with nital,100,
img_761.png,Fe C,Etched with nital,50,
img_762.png,Fe C,Quenched and etched with nital,50,
img_763.png,Fe C,Quenched and etched with nital,10,
img_764.png,Fe C,Quenched and etched with nital,10,
img_765.png,Fe C,Etched with Marshall's reagent,10,
img_766.png,Fe C,Etched with modified Marshall's reagent with hydrofluoric acid,50,
img_767.png,Fe C,Quenched and tempered etched with Marshall's reagent,50,
img_768.png,Fe 0.8%C,Etched with picral,20,
img_769.png,Fe C,Quenched etched with Winsteard's reagent,50,
img_770.png,Fe C,Quenched and tempered etched with modified Winsteard's reagent,10,
img_771.png,Fe C,Quenched and tempered etched with hot saturated aqueous picric acid,10,
img_772.png,Fe C,Quenched and tempered etched with modified hot saturated aqueous picric acid,50,
img_773.png,Fe C Mn Nb (approx.),As-rolled etched with picral nital,50,
img_774.png,Fe C,Quenched etched with picral nital,10,
img_775.png,Fe C Cr Mo Ni,Quenched and tempered etched with picral nital,50,
img_776.png,Fe C Mn,Tint etched with sodium metabisulfite,10,
img_777.png,Fe C,Unetched as-polished observed in differential interference contrast,50,
img_778.png,Fe C,Unetched as-polished observed in differential interference contrast,20,
img_779.png,Fe C,Quenched and tempered etched with hot saturated aqueous picric acid,50,
img_780.png,Fe C Ni Mo,Gas carburized h at oil quenched tempered h at retempered h at nital etch,10,
img_781.png,Fe C Ni Mo,Gas carburized h at oil quenched tempered h at retempered h at nital etch,10,
img_782.png,Fe C Ni Mo,Gas carburized h at oil quenched tempered h at nital etch,10,
img_783.png,Fe C Ni Mo,Gas carburized h at austenitized min at oil quenched nital etch,10,
img_784.png,Fe C Ni Cr Mo,Pack carburized h at cooled in pot nital etch,10,
img_785.png,Fe C Ni Cr Mo,Pack carburized h at tempered h at air cooled reheated to oil quenched tempered h at nital etch,10,
img_786.png,Fe C Mn Cr Mo,Gas carburized h at oil quenched reheated to for min oil quenched and tempered h at,20,
img_787.png,Fe C Mn Cr Mo,Gas carburized h at oil quenched reheated to for min oil quenched and tempered h at,100,
img_788.png,Fe C Ni Cr Mo,Normalized by austenitizing h at and cooled slowly in furnace,20,
img_789.png,Fe C Ni Cr Mo,Normalized by austenitizing h at and cooled in still air,50,
img_790.png,Fe 1.06%Mn 0.52%Cr 0.30%Ni 0.1%Mo,Plasma carburized and subjected to bending fatigue,20,
img_791.png,Fe C Ni Cr Mo,Gas carburized and subjected to bending fatigue,10,
img_792.png,Fe C,Carbonitrided at high carbon potential and oil quenched,20,
img_793.png,Fe C,Carbonitrided at and oil quenched,50,
img_794.png,Fe C Ni Cr Mo,Carbonitrided h at in ammonia propane atmosphere oil quenched tempered h at,50,
img_795.png,Fe C Ni Cr Mo,Carbonitrided as in previous held h at - before tempering to transform retained austenite,50,
img_796.png,Fe C Cr Mo,Ion nitrided surface of quenched and tempered steel,20,
img_797.png,Fe C Cr Mo V,Tempered to HRC and ion nitrided h at,20,
img_798.png,Fe C Cr Mo,Quenched and tempered to HRC then ion nitrided h at,20,
img_799.png,Fe 18%Ni,Solution treated h at surface activated and gas nitrided h at,10,
img_800.png,Fe 18%Ni,Solution treated h at surface activated and gas nitrided h at,10,
img_801.png,Fe 18%Ni,Solution treated h at surface activated and gas nitrided h at,20,
img_802.png,Fe C,Spheroidize annealed and etched with picral to outline only cementite,20,
img_803.png,Fe C,Spheroidize annealed and etched with nital to reveal ferrite grain boundaries and cementite,20,
img_804.png,Fe C,Spheroidize annealed etched lightly with picral and tint-etched with Klemm's I reagent,20,
img_805.png,Fe C,Spheroidize annealed and etched with boiling alkaline sodium picrate for s,20,
img_806.png,Fe C,Spheroidize annealed lightly etched with picral and tint-etched with Beraha's Na S O K S O reagent,20,
img_807.png,Fe C,Spheroidize annealed lightly etched with picral and tint-etched with Beraha's Na MoO reagent,20,
img_808.png,Fe C Cr Mo V,Austenitized at air quenched and tempered at etched with nital,15,
img_809.png,Fe C Cr Mo V,Austenitized at air quenched and tempered at etched with picral plus HCl,15,
img_810.png,Fe C Cr Mo V,Austenitized at air quenched and tempered at heat tinted at for min after nital etch,15,
img_811.png,Fe C Cr Mo V,Austenitized at air quenched and tempered at etched with superpicral reagent,15,
img_812.png,Fe C,Overaustenitized at and water quenched etched with nital,30,
img_813.png,Fe C,Overaustenitized at and water quenched etched with picral,30,
img_814.png,Fe C,Overaustenitized at and water quenched etched with aqueous sodium metabisulfite,30,
img_815.png,Fe C,Overaustenitized at and water quenched etched with Beraha's Na S O K S O reagent,30,
img_816.png,Fe 1.05%C,Spheroidize annealed etched with picral to outline only cementite,20,
img_817.png,Fe 1.05%C,Spheroidize annealed etched with nital to reveal ferrite grain boundaries and cementite,20,
img_818.png,Fe 1.05%C,Spheroidize annealed lightly etched with picral then tint-etched with Klemm's I reagent,20,
img_819.png,Fe 1.05%C,Spheroidize annealed etched with boiling alkaline sodium picrate for s,20,
img_820.png,Fe 1.05%C,Spheroidize annealed lightly etched with picral then tint-etched with Beraha's Na S O K S O reagent,20,
img_821.png,Fe 1.05%C,Spheroidize annealed lightly etched with picral then tint-etched with Beraha's Na MoO reagent,20,
img_822.png,Fe 1.55%C 12%Cr 0.9%V 0.8%Mo,Austenitized at air quenched tempered at etched with nital,15,
img_823.png,Fe 1.55%C 12%Cr 0.9%V 0.8%Mo,Austenitized at air quenched tempered at etched with picral plus HCl,15,
img_824.png,Fe 1.55%C 12%Cr 0.9%V 0.8%Mo,Austenitized at air quenched tempered at heat tinted at for min after nital etch,15,
img_825.png,Fe 1.55%C 12%Cr 0.9%V 0.8%Mo,Austenitized at air quenched tempered at etched with superpicral,15,
img_826.png,Fe 1%C,Overaustenitized at and water quenched etched with nital,30,
img_827.png,Fe 1%C,Overaustenitized at and water quenched etched with picral,30,
img_828.png,Fe 1%C,Overaustenitized at and water quenched etched with aqueous sodium metabisulfite,30,
img_829.png,Fe 1%C,Overaustenitized at and water quenched etched with Beraha's Na S O K S O reagent,30,
img_830.png,Fe 1.05%C,As-rolled and spheroidized under varying conditions,40,
img_831.png,Fe 0.98%C 0.74%Mn 0.14%Cr 0.19%Ni,Mill annealed as-received,20,
img_832.png,Fe 0.96%C 0.66%Mn 0.23%Cr,Full annealed as-received,20,
img_833.png,Fe 0.94%C 0.21%Mn,Mill annealed as-received,20,
img_834.png,Fe C Ni based,Spheroidize annealed,40,
img_835.png,Fe C Si Mn Mo,Spheroidize annealed,20,
img_836.png,Fe C Si Mn,Spheroidize annealed,40,
img_837.png,Fe C Si Mn Cr Mo,Spheroidize annealed,20,
img_838.png,Fe C Mn Cr Mo,Spheroidize annealed,20,
img_839.png,Fe C Mn Cr Mo,Partially spheroidized lamellar pearlite visible,20,
img_840.png,Fe C Mn Cr Mo,Partially spheroidized lamellar pearlite visible,20,
img_841.png,Fe 0.40%C 0.8%Si 5.25%Cr 1%V 1.35%Mo,Spheroidize annealed,20,
img_842.png,Fe 1.5%C 12%Cr,Spheroidize annealed,20,
img_843.png,Fe 0.9%C 1.0%Mn 0.5%Cr 0.5%W,Spheroidize annealed,20,
img_844.png,Fe 0.7%C Ni Mo,Spheroidize annealed,20,
img_845.png,Fe C Mo,Spheroidize annealed,20,
img_846.png,Fe C,Box annealed at for h per mm of container thickness cooled h h,20,
img_847.png,Fe C,As-received mill annealed transverse to rolling direction,200,
img_848.png,Fe C Cr,Annealed by austenitizing at for h cooled at h h to then air cooled,40,
img_849.png,Fe C Cr,Annealed by austenitizing at cooled at h h to then air cooled,40,
img_850.png,Fe C,Spheroidize annealed transverse section,40,
img_851.png,Fe C,Spheroidize annealed longitudinal section,40,
img_852.png,Fe C,Poorly carburized polished using synthetic chemical-textile pad steps min on step,50,
img_853.png,Fe C,Austenitized at for h per mm thickness,40,
img_854.png,Fe C,Austenitized at,40,
img_855.png,Fe C,Austenitized at,40,
img_856.png,Fe C,Austenitized at,40,
img_857.png,Fe C Cr,Air quenched from,10,
img_858.png,Fe C Cr,Air quenched from,10,
img_859.png,Fe C Cr,Air quenched from,10,
img_860.png,Fe C Cr,Air quenched from,10,
img_861.png,Fe C Cr,Air quenched from,10,
img_862.png,Fe C,Brine quenched hardened case microstructure HRC,10,
img_863.png,Fe C,Brine quenched hardened case microstructure,10,
img_864.png,Fe C,Brine quenched transition zone HRC,10,
img_865.png,Fe C,Brine quenched core microstructure HRC,10,
img_866.png,Fe C,Heated to water quenched and tempered at,10,
img_867.png,Fe C Ni Mo,Heated to oil quenched and tempered at,20,
img_868.png,Fe C Mn,Heated to oil quenched and tempered at,20,
img_869.png,Fe C,Heated to oil quenched and tempered at,40,
img_870.png,Fe C,Heated to oil quenched and tempered at,40,
img_871.png,Fe C,Heated to oil quenched and tempered at,20,
img_872.png,Fe C Mn S,Heated to water quenched and tempered at,40,
img_873.png,Fe C,Heated to air quenched and tempered at,20,
img_874.png,Fe C,Heated to air quenched and tempered at,20,
img_875.png,Fe C,Heated to air quenched and tempered at,20,
img_876.png,Fe C,Heated to air quenched and double tempered at,20,
img_877.png,Fe C,Heated to air quenched and double tempered at,20,
img_878.png,Fe C,Heated to oil quenched and tempered at,20,
img_879.png,Fe C,Heated to air quenched and tempered at,20,
img_880.png,Fe C,Heated to oil quenched and tempered at,20,
img_881.png,Fe C Mo W,Heated to oil quenched and triple tempered at,10,
img_882.png,Fe C Mo W V,Heated to oil quenched and double tempered at,10,
img_883.png,Fe C Mo W V,Heated to oil quenched and double tempered at,10,
img_884.png,Fe C Co Mo W V,Heated to oil quenched and triple tempered at,10,
img_885.png,Fe C,Austenitized at oil quenched and tempered at,20,
img_886.png,Fe C,Austenitized at oil quenched and tempered at,20,
img_887.png,Fe C,Austenitized at oil quenched and tempered at,20,
img_888.png,Fe C,Austenitized at oil quenched and tempered at,20,
img_889.png,Fe C,Austenitized at and cooled at h h,40,
img_890.png,Fe C,Austenitized at and cooled at h h,40,
img_891.png,Fe C,Austenitized at and cooled at h h,40,
img_892.png,Fe C,Austenitized at and cooled at h h,40,
img_893.png,Fe C,Austenitized at and cooled at h h,40,
img_894.png,Fe C,Austenitized at cooled at h h to then water quenched,40,
img_895.png,Fe C,Held at for min before quenching,20,
img_896.png,Fe C,Held at for h before quenching,20,
img_897.png,Fe C,Austenitized and isothermally transformed at for h air cooled,10,
img_898.png,Fe C,Austenitized isothermally transformed at for h air cooled,10,
img_899.png,Fe C,Austenitized isothermally transformed at for h water quenched,10,
img_900.png,Fe C,Austenitized isothermally transformed at for h and air cooled,10,
img_901.png,Fe W C,Powder-made slow cooled after hot isostatic pressing,10,
img_902.png,Fe W C,Powder-made hot isostatically pressed forged and annealed,10,
img_903.png,Fe W C,Powder-made heated to for min in salt oil quenched triple tempered h each at,10,
img_904.png,Fe W C,Same as hardened T but etched in mL H O mL HCl g K S O and g NH HF,10,
img_905.png,Fe Cr Mo,Annealed microstructure revealed using acetic glyceregia and aqueous HNO at V dc for s,100,
img_906.png,Fe 26%Cr 1%Mo,Annealed sample continued from previous alternate etching conditions,100,
img_907.png,Fe Cr Ni,Solution-annealed and sensitized for h water quenched aged at for h air cooled,100,
img_908.png,Fe Cr Ni Mo,Solution-annealed and sensitized,100,
img_909.png,Fe Cr Ni Mo,Solution-annealed water quenched,25,
img_910.png,Fe Cr Ni Mo,Solution-annealed,100,
img_911.png,Fe Cr Ni Mo,Solution-annealed,100,
img_912.png,Fe Cr Ni Mo,Solution-annealed,100,
img_913.png,Fe Cr Ni Mo,Solution-annealed,100,
img_914.png,Fe Cr Ni Mo,Solution-annealed,100,
img_915.png,Fe Cr Ni,Aged at for h,10,
img_916.png,Fe Cr Ni,Aged at for h,20,
img_917.png,Fe Cr Ni Mo,Sensitized,10,
img_918.png,Fe Cr Ni Mo,Sensitized,10,
img_919.png,Fe Cr Ni Cu,Solution-annealed and aged,20,
img_920.png,Fe Cr Ni Cu,Solution-annealed and aged,20,
img_921.png,Fe Cr Ni Cu,Solution-annealed and aged,10,
img_922.png,Fe Cr Ni Cu,Solution-annealed and aged,20,
img_923.png,Fe Cr Ni Cu,Solution-annealed and aged,10,
img_924.png,Fe Cr Ni Mo,-,25,
img_925.png,Fe Cr Ni Mo,-,25,
img_926.png,Fe Cr Ni Mo,Plate,25,
img_927.png,Fe Cr Ni Mo,Plate,25,
img_928.png,Fe Cr Ni Mo,Plate,25,
img_929.png,Fe Cr Ni Mo,Plate,25,
img_930.png,Fe Cr Ni Mo,Plate,25,
img_931.png,Fe Cr Ni Mo,Plate,25,
img_932.png,Fe Cr Ni Mn,-,20,
img_933.png,Fe Cr Ni,-,20,
img_934.png,Fe Cr Ni Mo,-,10,
img_935.png,Fe Cr Ni,-,50,
img_936.png,Fe Cr Ni Mo,As-cast condition,50,
img_937.png,Fe Cr Ni Mo,After solution annealing,50,
img_938.png,Fe Cr Ni,As-cast microstructure,200,
img_939.png,Fe Cr Ni,As-cast microstructure,100,
img_940.png,Fe Cr Ni Mo,As-cast microstructure,100,
img_941.png,Fe Cr Ni Mo,As-cast microstructure,20,
img_942.png,Fe Cr Ni,Cold worked,50,
img_943.png,Fe Cr Ni Mo,Cold worked,20,
img_944.png,Fe Cr Ni Nb,Cold-drawn reduced in diameter,100,
img_945.png,Fe Cr Ni Nb,Cold-drawn reduced in diameter,100,
img_946.png,Fe Cr Ni Nb,Cold-drawn reduced in diameter,100,
img_947.png,Fe Cr Ni Nb,Cold-drawn reduced in diameter,100,
img_948.png,Fe Cr Ni Mn Mo,-,100,
img_949.png,Fe Cr Ni,Necklace-type condition,100,
img_950.png,Fe Cr Ni Mo,-,100,
img_951.png,Fe Cr Ni,-,100,
img_952.png,Fe Cr Ni,Sensitized,25,
img_953.png,Fe Cr Ni,Sensitized,100,
img_954.png,Fe Cr Ni Mo,Sensitized,100,
img_955.png,Fe Cr Ni Mn,Resulfurized stainless steel,100,
img_956.png,Fe Cr Ni Mn,Resulfurized stainless steel,100,
img_957.png,Fe Cr Ni S,Resulfurized stainless steel,100,
img_958.png,Fe Cr Ni S,Resulfurized stainless steel,20,
img_959.png,Fe Cr Ni B,For nuclear reactor use Nautilus-class submarines,10,
img_960.png,Fe Cr Ni B,For nuclear reactor use Nautilus-class submarines,10,
img_961.png,Fe Cr Ni B,For nuclear waste containment,10,
img_962.png,Fe Cr Ni B,For nuclear waste containment,10,
img_963.png,Fe Cr S,-,50,
img_964.png,Fe Cr Ni,Ferritic,25,
img_965.png,Fe Cr Ni,Ferritic,25,
img_966.png,Fe Cr,Etched with modified Fry's reagent,10,
img_967.png,Fe Cr,Etched with Ralph's reagent,25,
img_968.png,Fe Cr,Annealed and etched with Ralph's reagent,10,
img_969.png,Fe Cr,Annealed and tint etched with Beraha's sulfamic acid etch No,20,
img_970.png,Fe Cr,Etched with Vilella's reagent,10,
img_971.png,Fe Cr,Etched with modified Fry's reagent,10,
img_972.png,Fe Cr,Austenitized at and etched with Beraha's sulfamic acid No tint etch,10,
img_973.png,Fe Cr,Austenitized at and etched with Beraha's sulfamic acid No tint etch,10,
img_974.png,Fe Cr,Austenitized at and etched with Beraha's sulfamic acid No tint etch,50,
img_975.png,Fe Cr,Etched with Vilella's reagent as-heat-treated condition,100,
img_976.png,Fe Cr,Etched with Vilella's reagent after h at,100,
img_977.png,Fe Cr,Etched with Vilella's reagent after h at,100,
img_978.png,Fe Cr Ni Mo,As-cast and etched with Ralph's reagent,100,
img_979.png,Fe Cr Ni Mo,As-cast and etched with Ralph's reagent,10,
img_980.png,Fe Cr Ni Mo,As-cast and etched with HCl- acetic acid- HNO,100,
img_981.png,Fe Cr Ni Mo,Etched with HCl- acetic acid- HNO and viewed with Nomarski differential interference contrast,100,
img_982.png,Fe Cr Ni Cu Mo,As-cast and etched with waterless Kalling's reagent,200,
img_983.png,Fe Cr Ni Cu Mo,As-cast and etched with waterless Kalling's reagent,100,
img_984.png,Fe Cr,As-cast and etched with Vilella's reagent,20,
img_985.png,Fe Cr,As-cast and revealed using Ralph's reagent,100,
img_986.png,Fe Cr,As-cast and revealed using Ralph's reagent,20,
img_987.png,Fe Cr Ni Mo,Etched with waterless Kalling's reagent light etch,10,
img_988.png,Fe Cr Ni Mo,Etched with waterless Kalling's reagent heavier etch,10,
img_989.png,Fe Cr Ni Mo,Etched with modified Fry's reagent on transverse plane,10,
img_990.png,Fe Cr Ni Mo,Etched with modified Fry's reagent on longitudinal plane,20,
img_991.png,Fe Cr Ni Mo,Etched with modified Fry's reagent on transverse plane alternate field,10,
img_992.png,Fe Cr Ni Mo,Etched with modified Fry's reagent on longitudinal plane alternate field,20,
img_993.png,Fe Cr Ni Mo,As-hot-worked and etched with glyceregia,25,
img_994.png,Fe Cr Ni Mo,As-hot-worked and etched with glyceregia,25,
img_995.png,Fe Cr Ni Cu,Revealed using Murakami's reagent min at or on transverse plane near billet surface,100,
img_996.png,Fe Cr Ni Cu,Solution annealed and aged H temper etched with modified Fry's reagent,25,
img_997.png,Fe Cr Ni Cu,Solution annealed and aged H temper etched with Vilella's reagent,100,
img_998.png,Fe Cr Ni Mo,Etched with modified Fry's reagent,20,
img_999.png,Fe Cr Ni Cu,Solution annealed and aged H temper etched with modified Fry's reagent,10,
img_1000.png,Fe Cr Ni Cu,Solution annealed and aged H temper etched with waterless Kalling's reagent,10,
img_1001.png,Fe Cr Ni Mo N,Etched with aqueous NaOH at V dc for s to color ferrite solution annealed at,50,
img_1002.png,Fe Cr Ni Mo N,Etched with aqueous NaOH at V dc for s after h at producing phase dark spots,20,
img_1003.png,Fe Cr Ni Mo N,Etched with aqueous NaOH at V dc for s after h at,20,
img_1004.png,Fe Cr Ni Mo Cu,Etched with aqueous NaOH at V dc for s,20,
img_1005.png,,Solution-annealed condition HV Revealed using modified Fry's reagent,50,
img_1006.png,,Solution-annealed and aged condition HV Revealed using modified Fry's reagent,10,
img_1007.png,,Solution-annealed condition HV Revealed using modified Fry's reagent,50,
img_1008.png,,Solution-annealed and aged condition HV Revealed using modified Fry's reagent,10,
img_1009.png,,Solution-annealed and aged HV Etched with modified Fry's reagent,10,
img_1010.png,,Solution-annealed and aged HV Etched with modified Fry's reagent,50,
img_1011.png,Similar to Table 1 steel 3,As-cast picral etch,100,
img_1012.png,Similar to Table 1 steel 2,Secondary electron image by electron microprobe,,
img_1013.png,Similar to Table 1 steel 2,P-map of same area as previous image,,
img_1014.png,,Solution annealed at stepped down to and water quenched Etched with dilute aqua regia,10,
img_1015.png,,Solution annealed at stepped down to and water quenched Etched with dilute aqua regia,20,
img_1016.png,,Cast heat treated at for h and water quenched Cyclic etch,100,
img_1017.png,,Solution annealed at and water quenched Same etch as Fig a,30,
img_1018.png,,As-cast Same etch as Fig a,100,
img_1019.png,,Cast heat treated at and water quenched Same etch as Fig a,20,
img_1020.png,,Pearlitized at for h air cooled partially solutionized at for h and water quenched picral etch,20,
img_1021.png,,Same as previous continued view of microstructure picral etch,20,
img_1022.png,,As-cast Etched with boiling alkaline sodium picrate,100,
img_1023.png,,Heat treated at for h and water quenched Same etch as Fig,100,
img_1024.png,Al Si (hypoeutectic),As-cast unmodified alloy Etched with hydrofluoric acid,100,
img_1025.png,Al Si (hypoeutectic),Modified alloy with Na addition Etched with hydrofluoric acid,100,
img_1026.png,Cu Be Co,Solution annealed at quenched aged at for h Etchant Table,50,
img_1027.png,Cu Be Co,Solution annealed at for h aged at for h Etchant Table,100,
img_1028.png,Cu Be,Cast homogenized and hot worked Etchant Table,25,
img_1029.png,Cu Be,As-cast Etchant Table,50,
img_1030.png,Cu Be,Solution annealed at and aged at for h Etchant Table,50,
img_1031.png,Cu Be,Heated to and water quenched Etchant Table,25,
img_1032.png,Be BeO,Vacuum hot-pressed block consolidated from impact-ground powder As-polished,100,
img_1033.png,Be BeO,Vacuum hot-pressed block consolidated from ball-milled powder As-polished,100,
img_1034.png,Co Cr W Ta,As-cast Etched with Kalling's reagent,50,
img_1035.png,Co Cr W Ta,As-cast Etched with Kalling's reagent,10,
img_1036.png,Cu 0.024%O,As-cast hypoeutectic alloy oxygen content,100,
img_1037.png,Cu 0.09%O,As-cast hypoeutectic alloy oxygen content,100,
img_1038.png,Cu 0.18%O,As-cast hypoeutectic alloy oxygen content,100,
img_1039.png,Cu 0.23%O,As-cast hypoeutectic alloy oxygen content,100,
img_1040.png,Cu 0.44%O,As-cast hypereutectic alloy oxygen content,100,
img_1041.png,Cu 0.50%O,As-cast hypereutectic alloy oxygen content,100,
img_1042.png,Cu 0.70%O,As-cast hypereutectic alloy oxygen content,100,
img_1043.png,Cu 0.91%O,As-cast hypereutectic alloy oxygen content,100,
img_1044.png,,Annealed to increase formability,20,
img_1045.png,,Annealed to increase formability,20,
img_1046.png,AM60,High-pressure die cast etched with glycol etchant etchant Table,10,
img_1047.png,AZ91D,High-pressure die cast etched with glycol etchant etchant Table,10,
img_1048.png,AZ91D,High-pressure die cast etched with glycol and viewed under polarized light plus sensitive tint filter,10,
img_1049.png,Pure Mg,As-polished condition viewed in cross polarized light using a microscope with a Foster prism and sensitive tint plate,200,
img_1050.png,AXJ530,Brightfield TEM image showing primary magnesium with aluminum in solid solution surrounded by a grain-boundary eutectic phase,2,
img_1051.png,Duranickel 301,Solution annealed for min at and water quenched aged for h at and water quenched,200,
img_1052.png,Monel R 405,Cold drawn and annealed in a continuous process at,100,
img_1053.png,René 41,As-rolled condition etched using mL HCl mL acetic acid and mL HNO,100,
img_1054.png,,As-cast condition,100,
img_1055.png,80Pt 20Cr (at.%),Heat treated at for days furnace cooled etched in aqua regia,,
img_1056.png,High purity Nb,Rolled and annealed chemically polished solution A for s and etched solution B for s,80,
img_1057.png,Nb 10Hf 1Ti 0.5Zr (C 103),Cold worked and annealed,100,
img_1058.png,Ta 2.5 wt% W,Chemically polished solution A for s and swab etched solution B for s,400,
img_1059.png,Ta 2.5 wt% W,Chemically polished solution A for s and swab etched solution B for s,400,
img_1060.png,Mo 47Re,Warm worked from mm to mm diameter hydrogen annealed min at,100,
img_1061.png,Sn 13Sb 5Cu,Etched with reagent Table,50,
img_1062.png,Ti 6Al 2Sn 4Zr 2Mo,Finish forged starting at air cooled machined to mm diameter reheated to beta transus held for h and air cooled,100,
img_1063.png,U 0.75Ti,Cooled from at less than s,20,
img_1064.png,U 2.0Mo,As-cast condition,20,
img_1065.png,U 2.0Mo,Cooled from at s intermediate rate,100,
img_1066.png,U 6.0Nb,Electropolished with H PO and electroetched using procedure in Table,20,
img_1067.png,22Cr 13Ni 5Mn,Unetched microstructure in as-received condition,200,
img_1068.png,22Cr 13Ni 5Mn,Electrolytically etched with NH S O and H O solution for min at V,500,
img_1069.png,22Cr 13Ni 5Mn,Annealed and cold-worked electrolytically etched with NH S O and H O solution for min at V,100,
img_1070.png,Co Cr Mo,As-cast electrolytically etched with NH S O and H O at V for s,100,
img_1071.png,Co Cr Mo,Hot isostatically pressed and solution annealed electrolytically etched with NH S O and H O at V for s,100,
img_1072.png,Co Cr Mo,Etched with hydrochloric acid and peroxide solution,100,
img_1073.png,Co Cr Mo (high carbon),Wrought and forged etched with hydrochloric acid and peroxide solution,70,
img_1074.png,Co Cr Mo (high carbon),Same as previous sample for comparison,70,
img_1075.png,,Forged and annealed,100,
img_1076.png,,As-cast,100,
img_1077.png,,Cast and annealed,100,
img_1078.png,,Etched,500,
img_1079.png,,Wrought wire,100,
img_1080.png,Fe 27Co,Cold-rolled strip annealed h in dry H at and furnace cooled,100,
img_1081.png,Fe C,As-sintered,20,
img_1082.png,Fe C,Quench-hardened and tempered,20,
img_1083.png,Fe Cu,As-sintered,20,
img_1084.png,Fe Cu,Quench-hardened and tempered,20,
img_1085.png,,As-sintered,20,
img_1086.png,,Quench-hardened and tempered,20,
img_1087.png,,Liquid-phase sintering,100,
img_1088.png,Al Si Mg,As-formed,200,
img_1089.png,Al Si Mg,Reheated,200,
img_1090.png,Al Si Cu,As-formed from electromagnetically stirred billet,300,
img_1091.png,Al Si Cu,As-formed from grain refined billet,300,
img_1092.png,Al Si Mg,Semisolid metalworking,200,
img_1093.png,Al Si Mg,As-formed overheated billet,200,
img_1094.png,Mg Al Zn,Produced without stirring,300,
img_1095.png,Mg Al Zn,Electromagnetically stirred casting,300,
img_1096.png,Mg Al Zn,Indirect semisolid metalworking,300,
img_1097.png,W,As-coated,25,
img_1098.png,Fe C,Submerged arc weld as-polished,50,280
img_1099.png,Ti Al V,Gas tungsten arc weld autogenous two-pass,100,100
img_1100.png,Fe C Ni Cr Mo,Submerged arc weld,200,50
img_1101.png,Al Cu,Gas metal arc weld,50,200
img_1102.png,Fe C,Submerged arc single-V butt weld last pass th,20,500
img_1103.png,Fe C,Submerged arc bead-on-plate weld,20,500
